filiere_bac,note_maths,note_sciences,note_physique,note_langues,note_philo,interet_principal,niveau,orientation
Economie,12.4,9.0,8.0,14.1,12.5,Marketing,Université,Commerce
PC,15.1,14.2,13.8,11.0,9.8,Programmation,Lycée,Informatique
PC,15.2,13.4,17.0,11.1,11.0,Construction,Lycée,Ingénierie
Lettres,10.5,12.8,7.3,12.6,17.5,Construction,Université,Psychologie
Economie,9.9,8.8,8.2,18.3,14.5,Culture,Lycée,Langues
SVT,14.1,18.1,16.1,12.7,12.6,Sciences,Lycée,Médecine
Economie,13.6,10.8,9.3,13.6,13.6,Marketing,Lycée,Commerce
Lettres,9.1,9.0,9.6,16.5,16.8,Politique,Université,Droit
Lettres,6.8,9.2,9.5,15.9,17.0,Politique,Lycée,Droit
STM,15.9,13.6,17.8,9.7,10.3,Mécanique,Lycée,Ingénierie
PC,15.8,13.6,14.9,13.0,12.0,Mécanique,Lycée,Ingénierie
STM,17.6,11.7,13.5,8.8,10.8,Jeux vidéo,Lycée,Informatique
PC,16.9,13.0,13.0,9.9,10.4,Technologie,Université,Informatique
Lettres,9.5,9.4,8.8,15.0,17.0,Justice,Université,Droit
SVT,16.0,14.8,14.9,10.1,13.1,Programmation,Université,Informatique
Lettres,9.2,9.4,12.3,15.3,15.8,Histoire,Lycée,Droit
STM,18.0,12.2,11.5,11.3,12.3,Jeux vidéo,Lycée,Informatique
Economie,9.3,10.1,7.7,18.3,14.6,Finance,Université,Langues
Economie,11.4,15.5,8.9,12.9,16.4,Sciences humaines,Université,Psychologie
SVT,15.5,17.7,13.8,11.7,10.3,Biologie,Lycée,Médecine
SVT,16.7,17.6,14.5,13.0,13.1,Sciences,Lycée,Médecine
PC,17.6,18.0,15.8,12.1,11.4,Sciences,Université,Médecine
SVT,8.6,9.3,8.6,16.5,11.3,Littérature,Lycée,Langues
PC,15.8,16.4,16.2,11.1,9.5,Sciences,Lycée,Médecine
Lettres,13.6,8.8,9.2,16.5,10.9,Finance,Université,Commerce
SVT,7.8,7.9,8.4,14.2,13.0,Culture,Lycée,Langues
SVT,7.5,8.6,8.6,13.8,17.4,Histoire,Lycée,Droit
Lettres,6.6,11.1,9.6,16.0,16.9,Histoire,Lycée,Droit
STM,15.2,14.5,13.7,13.4,12.2,Construction,Lycée,Architecture
Lettres,11.4,10.8,8.5,15.0,12.7,Littérature,Lycée,Commerce
Lettres,8.9,9.1,7.5,16.3,17.0,Justice,Lycée,Droit
STM,12.6,11.2,12.8,11.5,12.4,Construction,Lycée,Architecture
PC,14.6,9.1,8.2,14.3,11.1,Finance,Université,Commerce
SVT,9.0,14.0,8.5,14.4,16.0,Philosophie,Université,Psychologie
PC,18.2,11.4,14.7,11.6,9.4,Technologie,Université,Informatique
SVT,11.3,13.4,9.2,12.4,15.4,Sciences humaines,Lycée,Psychologie
Economie,17.4,15.0,13.8,12.7,6.9,Technologie,Université,Informatique
Economie,9.1,8.7,7.4,15.6,17.1,Politique,Université,Droit
Lettres,7.6,6.6,8.0,15.7,16.9,Histoire,Université,Droit
PC,13.5,16.1,15.9,10.2,8.4,Sciences,Lycée,Médecine
PC,14.0,17.0,15.3,9.8,12.4,Santé,Lycée,Médecine
PC,17.7,12.9,15.5,10.0,12.6,Jeux vidéo,Lycée,Informatique
SVT,15.6,13.6,16.7,9.9,6.5,Construction,Université,Ingénierie
PC,16.4,15.5,13.6,11.1,11.4,Programmation,Université,Informatique
PC,15.0,13.5,16.5,10.9,11.6,Mécanique,Lycée,Ingénierie
SVT,9.6,7.5,8.3,15.6,18.3,Politique,Lycée,Droit
PC,15.8,14.9,18.1,11.3,11.4,Art,Lycée,Ingénierie
SVT,14.9,15.5,13.3,12.6,12.9,Construction,Lycée,Médecine
Lettres,9.8,11.6,8.6,13.8,16.3,Sciences humaines,Lycée,Psychologie
Lettres,15.1,8.9,8.4,15.4,12.8,Finance,Lycée,Commerce
Economie,9.4,7.3,6.0,16.9,13.3,Littérature,Lycée,Langues
PC,16.3,18.3,15.1,13.6,12.4,Sciences,Université,Médecine
Economie,8.4,10.1,9.2,18.0,14.0,Littérature,Lycée,Langues
SVT,11.9,8.2,9.4,15.0,16.0,Justice,Lycée,Droit
SVT,14.0,11.6,14.7,10.7,11.1,Art,Lycée,Architecture
SVT,9.1,13.4,7.9,13.1,16.7,Sciences humaines,Université,Psychologie
STM,13.2,12.6,12.4,11.5,7.9,Art,Université,Architecture
SVT,15.7,17.2,14.7,9.4,11.6,Sciences,Université,Médecine
Lettres,7.3,12.3,9.5,12.9,15.7,Philosophie,Lycée,Psychologie
PC,14.8,12.2,16.8,8.0,12.0,Mécanique,Université,Ingénierie
Lettres,9.4,13.9,7.9,15.4,15.2,Philosophie,Université,Psychologie
PC,14.2,16.3,13.3,12.8,11.7,Sciences,Université,Médecine
SVT,13.4,12.3,14.9,11.1,11.4,Mécanique,Lycée,Ingénierie
STM,17.6,12.4,15.7,9.3,8.4,Technologie,Université,Informatique
PC,16.2,11.7,12.5,8.5,8.7,Jeux vidéo,Lycée,Informatique
Lettres,9.7,8.9,6.7,16.6,13.2,Art,Université,Langues
SVT,12.3,7.5,7.6,15.3,9.8,Marketing,Lycée,Commerce
SVT,13.2,16.6,16.0,11.0,12.5,Biologie,Lycée,Médecine
Lettres,11.5,8.4,8.5,14.2,13.0,Business,Université,Commerce
Economie,6.7,7.5,8.7,18.7,14.2,Voyage,Université,Langues
SVT,10.0,13.9,8.8,15.0,15.6,Santé,Université,Psychologie
Economie,8.4,13.1,9.3,15.0,15.4,Santé,Lycée,Psychologie
SVT,8.7,9.7,8.5,16.1,15.1,Justice,Lycée,Droit
Economie,10.7,8.5,9.0,15.9,12.4,Finance,Lycée,Commerce
PC,13.1,14.3,13.2,11.0,12.6,Art,Université,Architecture
Lettres,11.4,7.6,6.6,15.4,16.8,Justice,Lycée,Droit
SVT,8.7,10.4,8.4,14.7,17.6,Technologie,Lycée,Droit
SVT,13.1,9.5,13.4,9.2,12.2,Art,Lycée,Architecture
Economie,11.0,13.1,8.2,13.1,14.9,Philosophie,Université,Psychologie
Lettres,10.6,8.4,9.7,17.1,14.3,Voyage,Lycée,Langues
Economie,10.6,11.0,8.1,15.2,16.1,Justice,Lycée,Droit
PC,17.3,12.3,13.0,10.8,11.8,Jeux vidéo,Université,Informatique
STM,17.9,12.7,15.3,11.4,13.9,Jeux vidéo,Université,Informatique
SVT,15.3,13.9,17.2,10.3,8.6,Construction,Université,Ingénierie
Lettres,9.5,9.2,9.0,16.6,12.8,Business,Lycée,Commerce
SVT,12.3,13.3,15.2,10.7,10.6,Art,Lycée,Architecture
PC,12.3,10.6,12.6,12.9,11.1,Construction,Lycée,Architecture
Lettres,10.3,14.1,7.7,13.2,16.4,Philosophie,Lycée,Psychologie
PC,13.3,12.0,13.1,11.0,10.9,Santé,Université,Architecture
PC,15.8,16.1,13.4,10.0,7.5,Programmation,Lycée,Informatique
STM,14.4,11.2,12.3,11.0,11.1,Design,Université,Architecture
SVT,14.0,15.1,16.8,9.9,9.9,Construction,Université,Ingénierie
Economie,12.6,9.9,11.1,15.8,12.2,Littérature,Lycée,Commerce
SVT,16.1,12.7,14.3,11.7,10.6,Design,Université,Architecture
SVT,16.0,12.1,19.0,11.3,9.5,Construction,Lycée,Ingénierie
STM,16.2,11.1,11.5,12.0,11.7,Technologie,Lycée,Informatique
STM,18.4,12.9,15.0,11.2,9.5,Programmation,Université,Informatique
PC,14.8,18.6,15.9,11.6,11.3,Biologie,Lycée,Médecine
Lettres,10.2,11.2,8.7,14.7,11.1,Business,Université,Commerce
SVT,18.5,18.3,16.0,12.3,11.8,Santé,Université,Médecine
SVT,14.2,13.8,13.2,12.8,11.7,Design,Université,Architecture
STM,16.4,13.8,14.0,9.0,12.3,Programmation,Université,Informatique
PC,11.7,11.9,16.7,11.0,13.0,Mécanique,Lycée,Ingénierie
PC,15.6,12.5,13.4,9.8,10.1,Programmation,Lycée,Informatique
Lettres,12.3,8.3,11.1,13.3,10.7,Marketing,Lycée,Commerce
Economie,8.4,12.1,8.5,13.1,15.9,Sciences humaines,Lycée,Psychologie
Economie,8.0,9.2,7.2,18.3,13.8,Culture,Université,Langues
Economie,7.4,7.8,7.0,13.4,17.4,Justice,Université,Droit
Lettres,7.9,8.4,10.3,17.4,13.0,Culture,Lycée,Langues
PC,16.9,12.4,17.3,8.7,8.8,Mécanique,Université,Ingénierie
SVT,13.8,12.6,13.5,9.8,12.2,Construction,Lycée,Architecture
SVT,10.5,9.7,8.2,19.2,12.1,Culture,Lycée,Langues
Lettres,8.3,13.4,10.1,12.7,15.7,Philosophie,Lycée,Psychologie
Lettres,12.4,8.3,9.8,15.5,13.0,Marketing,Université,Commerce
Lettres,8.7,12.0,9.5,14.1,14.8,Santé,Lycée,Psychologie
Lettres,10.3,10.8,7.5,17.9,11.3,Finance,Université,Commerce
PC,16.7,12.6,16.3,11.6,8.1,Construction,Lycée,Ingénierie
STM,16.3,12.4,11.5,10.3,7.1,Technologie,Lycée,Informatique
Lettres,8.8,14.5,8.3,14.4,15.8,Philosophie,Lycée,Psychologie
PC,15.8,12.0,17.5,11.9,10.6,Mécanique,Lycée,Ingénierie
Lettres,12.1,10.5,12.1,15.6,9.4,Marketing,Lycée,Commerce
PC,12.5,10.5,13.8,11.4,12.4,Design,Lycée,Architecture
SVT,5.8,10.2,8.3,16.4,14.4,Culture,Université,Langues
PC,11.8,10.6,9.9,15.0,12.6,Finance,Université,Commerce
SVT,8.6,10.5,11.2,16.0,16.9,Politique,Lycée,Droit
SVT,14.9,16.4,17.4,14.0,13.1,Sciences,Université,Médecine
Economie,8.6,9.7,10.0,17.9,13.9,Littérature,Lycée,Langues
PC,16.1,14.1,17.1,9.6,10.7,Construction,Lycée,Ingénierie
Economie,10.3,10.6,7.7,15.5,11.4,Business,Lycée,Commerce
SVT,13.7,15.6,18.2,10.9,12.6,Biologie,Lycée,Médecine
STM,17.4,15.5,14.0,11.1,10.2,Technologie,Université,Informatique
STM,11.8,10.0,12.7,12.8,11.3,Design,Lycée,Architecture
SVT,14.8,14.8,15.7,13.0,10.7,Biologie,Université,Médecine
Lettres,9.6,7.7,8.5,16.1,15.9,Histoire,Lycée,Droit
SVT,13.0,18.7,15.4,12.1,13.3,Sciences,Lycée,Médecine
SVT,14.5,11.4,16.1,7.5,9.9,Justice,Lycée,Ingénierie
SVT,8.5,8.6,8.1,14.8,16.5,Histoire,Université,Droit
SVT,14.7,18.3,15.7,10.1,13.2,Santé,Université,Médecine
SVT,15.2,12.0,15.6,11.8,11.3,Construction,Université,Ingénierie
STM,12.8,12.9,10.8,11.9,11.8,Construction,Lycée,Architecture
SVT,6.6,6.3,8.7,17.0,13.8,Littérature,Lycée,Langues
PC,15.8,18.1,16.0,13.4,10.5,Sciences,Lycée,Médecine
STM,17.2,12.3,15.9,10.5,12.5,Mécanique,Université,Ingénierie
STM,12.3,14.2,15.2,12.1,10.1,Design,Université,Architecture
SVT,9.5,8.8,9.2,17.6,14.3,Culture,Université,Langues
STM,16.9,13.2,16.9,9.5,12.1,Programmation,Lycée,Informatique
Lettres,10.2,8.5,8.8,17.0,12.7,Littérature,Lycée,Langues
STM,16.2,14.7,16.5,10.2,11.0,Construction,Lycée,Ingénierie
Economie,7.4,10.7,8.2,14.2,16.6,Politique,Université,Droit
PC,13.5,12.3,12.9,11.4,13.1,Construction,Lycée,Architecture
SVT,16.7,15.7,13.4,10.3,9.7,Programmation,Lycée,Informatique
PC,15.2,11.9,13.6,13.1,11.2,Construction,Université,Architecture
PC,15.4,16.4,15.2,11.9,10.5,Sciences,Université,Médecine
Lettres,9.3,10.4,10.0,16.0,16.5,Histoire,Lycée,Droit
PC,16.2,16.3,15.0,12.2,10.4,Santé,Lycée,Médecine
SVT,17.0,15.3,14.5,11.1,10.9,Programmation,Lycée,Informatique
SVT,8.2,8.3,7.4,17.7,16.5,Littérature,Lycée,Langues
SVT,10.5,8.6,9.5,15.3,16.2,Histoire,Lycée,Droit
Economie,10.5,7.8,8.5,17.0,12.5,Voyage,Université,Langues
Lettres,9.0,8.8,6.8,17.5,17.2,Politique,Lycée,Droit
Lettres,8.7,11.3,7.9,14.9,16.4,Histoire,Université,Droit
STM,14.5,11.5,14.3,12.5,10.5,Art,Université,Architecture
PC,14.3,13.1,17.7,11.0,10.9,Construction,Lycée,Ingénierie
PC,12.4,10.9,12.2,10.9,13.5,Design,Lycée,Architecture
Economie,9.2,8.9,8.9,14.9,16.5,Justice,Lycée,Droit
